label,text
ship, 상대 선 떨어지 조선 모래 채취 운반 예 부선 충돌 사고 사고 명 예인선 부선 예인선 부선 충돌 사고 예인선 선원 승선 부선 선박 개 상황 피해 예인선 선원 승선 부선 호 호 선미 예인 하 출항 의 선박 피하 선수 근접 통
ship, 휴게 실용 컨테이너 화재 발생 청 화호 선원 지사 사무실 현장 복귀 화재 확인 파선 소화기 진화 시도 당직자 동료 직원 진화 작업 신고 청 화호 소방 설비 진화 시도 소방차 진화 시도 진화 완료 해양 환경관리공단 절연 열화
ship,끝난 직후 항로 중앙 따라 입항 의 선박 호가 호에 접근 사실 알 호가 호 호출 응답 도선사 날 속력 노트 이르 확인 호 호출 상당 전진 타력 붙 대각 도로 좌현 변침 해 요청 호로 하 응답 들 직후 선장 호가 침 노트 속력
ship, 개항 질서 법 조제 항 규정 부합 하 내용 항법 관계 형성 운항 호 인천항 항로 밖 항로 안 들어오 항로 항행 와 충돌 위험 도 진로 피하 항행 운항 충돌 사고 주 된 원인 되 판단 호 항로 들어오 전 와 충돌 위험 진행 
ship,모델 커민스 주요 제원 운전 시간 운전 시간 후 운전 시간 월 경과 해양 환경관리공단 군산 외항 예인 작업 마치 정계 회항 우현 주기관 소음 동반 진동 정지 후 긴급 조치 고온 고압 상태 연소실 고속 왕복 작동 배기 밸브 피
fire, 건물 옥상 가 무단 증축 사실 층 방화문 훼손 유리문 설치 사실 도 추가 확인 그림 층 반자 상부 가연 단열재 시공 그림 반자 벽체 샌드위치 패널 사용 인천 전자 화재 인재 경보기 작동 조작 노컷뉴스 그림 반자 상부 준비 
ship,선원 몸 상태 확인 작업 배치 하 해양 사고 통계 와 사고 사례 상황 별 안전사고 사례 액체 화학 품 산 운반선 선원 사망 사건 사건 개요 파 해상 선박 선박 유류 이송 작업 준비 갑판 위 순찰 선원 로프 장력 의해 된 페어
fire,동안 평균 이하 유지 된 철로 공기 속도 이상 이하 소음 레벨 화재 노출 다음 수 동안 이하 나머지 시간 동안 최대 이하 유지 된 철 피로 연기 축적 방지 위한 기류 속도 발생 완전 작동 모드 도달 능력 보유 비상 환기팬 환
ship,레이더 관측 유지 인 선열 길이 고려 조기 충돌 회피 종사 선박 선장 휴식 취한 상태 항해 당직 수행 선수 바람 과 파도 만날 때 에 옆 파도 만나 히브 조선 기상 악화 시 항해 기관 정지 되 정비 점검 철저 개구부 동물 고
ship,프 와 인 젝 터 소재 교정 엔진 시동 후 급상승 오일 압력 정상 나오 확인 후 운전 실시 후 운전 예열 과 냉각 시행 하 엔진 정지 전 간 엔진 속 운전 해양 환경관리공단 대룡 좌현 주기관 실린더 손상 선명 총톤수 선박 주
fire, 논 한국 화재 소방 학회 유동 특성 미치 영향 관한 수치 해석 한글 연구 논문 세탁소 유기 용제 회수 건조기 폭발 위험 선형 해석 이론 의한 소방 설비 구성 품의 내진 성능 평가 기법 개발 소방펌프 차 고압 방수 위한 중계
fire,생 부스 메탄올 범위 형성 되 스파크 의한 화재 실험 자 부주의 고전압 부위 스파크 가 발생 과 메탄올 가연 물질 알 고전압 형성 부위 나노 섬유 접촉 스파크 발생 실험실 안전 교육 안전 표시 부착 미흡 고전압 의한 전위차 
ship,사례 와 교훈 재결 내용 사고 원인 투승 작업 선원 부주 로 왼쪽 발목 모릿줄 감겨 해상 추락 한 주요 원인 선장 작업 안전 관리 감독 한 일부 원인 해양 사고 관련자 징계 선장 소형 선박 조종사 업무 정지 선장 양승 작업 
ship,상 경우 고소 작업 금지 해양 환경관리공단 계류 색 작업 사고 갑판원 재해 예인선 연결 작업 기상 악화 와이어 인줄 절단 되 재해자 머리 가격 하 사망 갑판원 재해 예인 작업 후 예 인색 회수 하 고속 올라오 예 인색 갑판 
ship,삼성 중공업 앞 해상 예인 작업 청룡 선미 주위 유막 발견 자체 점검 결과 우현 추진기 터닝 실린더 휨 확인 해양 환경관리공단 외부 충격 의한 피로 누적 우현 터닝 실린더 부분 누유 동일 현상 재발 터닝 실린더 자체 정상 징
fire, 유출 사고 이후 한글 위험 과 보험 해 메지 시 아크릴 산 생산 공장 폭발 사건 일어 화재 화재 시 피난 안전 대한 리스크 개념 대한 일어 화재 고령 사회 향한 화재 안전 고찰 일어 목조 층 학교 건물 실물 화재 시험 개요
destroied,부산 해운대 고층 빌딩 산물 강풍 사고 목요일 태풍 마 이삭 직접 영향 들 해운대 엘시티 다수 고층 건물 산물 의한 파손 사고 가 발생 해운대 에 당시 순간 최대 풍속 불 강풍 도 견디 설계 된 유리창 파손 사고 다수 발생 
fire,동 고밀도 폴리에틸렌 저장고 발화 원인 원인 미정 저장고 용접 작업 인한 불티 추정 대책 결론 용접 작업 안전 수칙 준수 관리 감독 철저 용접 의한 불티 수평 거리 비산 하 가연물 착화 시켜 화재 유발 시킬 있 용접 의한 불
ship,로 항행 와 항로 밖 항로 들어오 사이 발생 개항 질서 법 조제 항 현행 선박 입항 출항 관한 법률 조제 항 규정 따라 항로 밖 항로 들어오 호가 항로 항행 진로 피하 충돌 전 선박 사이 에 호가 에게 전방 통과 가 동의 이
ship, 평소 주기관 안전장치 도 방법 습득 필요 사고 엔진 기관 과 연료 파이프라인 주기관 내장 된 형 구조 로 이탈 연료 입 밸브 차단 이외 조치 상태 이외 수동 방법 습득 필요 사고 고장 감지 조치 엔진 손상 최소 노력 필요 
ship,경관리공단 기기 분류 선 외기 제조사 빈 루드 출력 행정 행정 비고 중고 매입 부산항 돌풍 파고 인하 선 미부 가 침수 되 외기 가 손상 됨 저조 에서 만조 로 바뀌 동안 발생 돌풍 너울 성 파고 인해 후미 부분 잔교 걸려 
fire,들 위한 사전 준비 작업 도중 폭발 사고 발생 시약 질산칼륨 과염소산칼륨 원래 분말 형태 물질 실험실 장기 보관 수분 인하 괴상 형태 변질 막자사발 막자 이용 하 분쇄 충격 의해 시약 폭발 사고 사고 발생 원인 시약 보관 위
fire,칙 대한 체계 교육 받 경우 가 일반 작업장 설치 설비 사용 물질 대해 일반 이해 가 상태 작업장 외주 업체 직원 고용 화재 위험 충분 인식 화재 예방 안전 수칙 대해 체계 교육 시켜야 하 화재 발생 가상 시나리오 작성 주기
ship, 충돌 직전 급박 충돌 위험 느끼 좌현 전타 하 호 자선 선수 방위 가 때 날 상기 사고 장소 우현 중앙부 와 정선수 부 가 선박 선수미선 교각 이루 충돌 이때 의 선박 호 와 충돌 지점 남쪽 노트 항로 따라 인천항 입항 한
ship, 기관 기 전남 목포 선원 선원 사망 사고 시장 소기 상해 상 제주도 마라도 남서 방 공해 상 안개 남서풍 파고 시정 미터 해양 사고 통계 와 사고 사례 재결 내용 사고 원인 선박 화물 유 이송 선박 안전 관리 소홀 페어 리
ship,상 선명 총톤수 선박 주요 치수 주기관 출력 건조 일 대룡 호 길 너비 깊이 손상 범위 우현 손상 사고 일시 장소 조선 해양 인근 해양 환경관리공단 본선 기중기선 예인 하 선박 조선 해양 블록 작업 수행 차 영도 한진 중공업
fire,지 전동차 안전 기준 항공기 방재 기준 맞춰 알루미늄 타 소재 전동차 제작 차량 알루미늄 좌석 불연성 섬유 바닥 도 불연성 수지 불 타 소재 사용 의무 전동차 내장재 불연재 사용 세계 지하철 사고 기록 아제르바이잔 지하철 화
ship,특수 사정 과 조건 따라 정형 항법 규정 벗어나 통항 방법 합의 있 합의 지형 통항 하 선박 항내 유용 활용 있 통항 방법 합의 특별 경우 제외 상대 선박 확인 의 선박 과 관계 오해 가 생겨 위험 초래 있 가능 지양 교신 
fire,작동 화재 안전 기준 감기 지 설치 천장 반자 실내 면한 부분 설치 규정 되 따라 그림 과 설치 되 다수 사망자 가 발생 정도 화재 정작 화재 시 스프링클러 설비 작동 조사 결과 화재 당시 스프링클러 신호 전송 됐 가동 되 
destroied,물 공급 표 참조 표 시설 현황 시설 명 저수량 도 안전 등급 도 수위계 측장 제당 구조 산양 저수지 농업용 저수지 미설치 토언제 농업용 저수지 시설 최소한 설계 홍수위 전하 설계 된다 수지 가 구조 체결 인해 홍수위 미만 
ship,필요시 마다 위치 파악 속력 낮추 수로 중앙 항해 해양 환경관리공단 방제 휴게실 화재 선명 총톤수 선박 주요 치수 주기관 출력 건조 일손 상 범위 사고 일시 방제 길 너비 깊이 갑판 상 설치 되 휴게 실용 컨테이너 내부 손실
fire, 발화 하 폭발 할 미세 물질 자연 발화 할 공기 노출 되 발화 될 폭발 값 자연 발화점 피 해야 조건 분진 발생 억제 화염 스파크 기타 점 피할 건조 보관 혼합 금지 물질 산 염기 금속 산화제 환원제 할로 탄소 화합물 금속
ship,계 작업 지도 감독 양망기 사용 발생 있 위험 요소 사전 파악 안전교육 실시 양승 작업 줄 장력 걸릴 경우 선원 들 안전 장소 대피 기타 주요 사고 사례 예인선 예 부선 호어 선 충돌 사건 어선 침몰 사건 예인선 체계 육안 
fire,시 후 실험실 정리 하 과정 소량 아연 분말 휴지통 버려 연분 말 과 공기 혼합물 발화 사고 발생 원 실험 주의 실험 사용 실험 기기 시약 일반 쓰레기통 버림 실험실 안전 교육 미흡 실험 수행 전 안전성 확보 위한 주 사항 
destroied,도 붕괴 사고 가 일어날 있 저수지 구조 체결 과 월 류 잠재 갖 농업용 저수지 붕괴 사고 당시 수위 기준 붕괴 사고 표 와 분류 있 월 류 이후 저수지 체제 당가 유실 되 붕괴 사고 인 월 류 후 붕괴 사고 수지 가 월 류
destroied,강풍 사고 해운대 달맞이 언덕 위 솟아오른 고층 아파트 건물 도 이번 태풍 유리창 강풍 파손 권순철 교수 따르 당시 화단 자갈 깔려 자갈 빌딩풍 비산 하 유리창 충격 가하 유리창 파손 사고 교훈 모래사장 끼 해안가 경우 태풍
fire, 처리 절차 가 갖추 관리 감독자 입회 미 실시 해당 실험 대한 지식 소유 관리 감독자 부재 안전 확보 위한 개인 보호구 미지급 실험실 안전 교육 미흡 실험실 안전 교육 대상자 교육 미 이수 동종 사고 방지 대책 가 실험실 
destroied,이동형 지점 해운대 앞바다 이동형 지점 마린 시티 고정 형 지점 해운대 관광 안내소 고정 형 지점 엘시티 동편 교차로 고정 형 지점 미포항 관광 유람선 사고 대응 상황 태풍 마 이삭 상륙 전 공영 방송사 재난 방송 통하 국민
ship, 리더 발견 접근 파단 된 로프 의해 과 복부 강타 외상 의식 상태 거주 구역 옮겨져 응급 조치 받 늑골 골절 내부 출혈 인해 후 사망 당시 해상 안개 시정 제한 되 남서풍 초속 파고 주요 해양 사고 사례 와 교훈 주요 해양
ship,단 기준치 초과 백 래쉬 인한 불량 재질 불량 열처리 불량 부하 변동 클러치 사용 인한 지속 충격 정기 기어 박스 상부 커버 개방 육안 점검 윤활유 분석 의뢰 시 추진기 유압유 및 포함 윤활유 필터 정기 교환 필터 내부 불순
destroied,극 참여 필요 저수지 관리자 대상 정보 공개 청구 제도 최대한 활용 수지 안전 등급 과 안전 상태 정기 확인 수지 시설 문제점 탐지 최대한 정비 있 적극 민원 제기 필요 대부분 농업용 저수지 홍수 통제 가 되 극한 기상 시 
fire,항 개발 가 접 의 반자 상부 지나 케이블 케이블 트레이 에서 단락 지락 발견 그림 개발 가 접 의 반자 상부 지나 콘크리트 보가 고열 의해 박리 된 상태 그림 개발 가 접 의 하부 소파 사무 집기 상부 하부 진행 형태 그림
fire,차단 사실 도 확인 로 인해 화재 발생 자동 탐지 설비 와 비상 방송 설비 소방 시설 작동 화 키웠 당시 소방 점검 업체 화재 발생 전 수행 소방 종합 정밀 검사 형식 점검 안전 관리 부실 하 해 나타났 수사 과정 세일 전자
ship, 파 평균 정계 출항 등부표 와 접촉 후 신항 관제 실에 등부표 손상 신고 대룡 정계 입항 후 선체 손상 유무 점검 손 상부 표지 선 출동 절손 부표 이동 조치 임시 등부표 설치 해양 환경관리공단 사고 위치 도 등부표 손상 
ship,소손 작업 전 좌현 발전기 운전 발전기 단자 스파크 발생 엔진 정지 후 발전기 단자 개방 점검 결과 케이블 단락 발견 절연 저항 측정 메 확인 해양 환경관리공단 케이블 글 랜드 진동 인해 풀려 내부 단자 접촉 단락 되 케이블
fire, 해정 되 소방 시설 과 연동 하 다중 이용업 소 제외 는 법제 되 않 문제점 방설 비의 유지관리 미흡 찾아볼 있 화재 가 화재 감지기 반자 상부 발생 화재 화재 발생 발화 층 스프링클러 설비 가 설치 준비 작동식 밸브 가 
fire,재 화재 일시 화재 장소 제르바 수도 바쿠 시 역 인명 피해 사망 부상 화재 개요 역 도착 객차 승객 타 역 향하 역 도착 전 차량 전기 이상 집전기 와 차량 메인 퓨즈 사이 아크 가 발생 퓨즈 끊 역 출발 때 승객 연기 냄
ship,공급 되 크랭크 축 주요 구동 부 손상 손상 진행 흐름 도 트레 커버 패킹 파손 벌어진 틈 에어 흡입 펌핑 압력 저하 안전장치 미 작동 윤활유 예비 펌프 기동 됨 메인 베어링 작동 부 과열 눌러붙 해양 환경관리공단 절손 된 
fire,성 액체 사용 반응기 재운 전시 퍼지 여부 퍼지 방법 확인 인화 성 액체 유출 방지 압축기 하부 배출 밸브 이중 밸브 설치 유출 방지 설치 여부 인화 성 액체 용기 접 하 옮겨 담 경우 주입구 용기 하부 닿 있 설치 안전 작
fire,전기 요인 의한 발화 추정 건물 현황 공장 공 장동 공 장동 무동 개동 구성 되 연면적 표 건물 현황 건물 층수 구조 연면적 도 공장 철골 조 샌드위치 패널 작업장 사무실 공장 철골 조 샌드위치 패널 작업장 사무실 무동 사무
fire, 경보기 설치 정전기 대전 방지 접지 실시 가스 가 누출 될 경우 에 노즐 부위 정전기 대전 의한 발화 위험 정전기 방지 매트 설치 실험 기계 기구 접지 정전기 방지 시설 필요 인화 성 액체 가스 관리 단순 화재 가 폭발 사
ship,선 침몰 사건 장관리 선 전복 사건 유조선 폭발 사건 주요 해양 사고 사례 와 교훈 상황 별 안전사고 사례 낚시 어선 해녀 사망 사건 어선 선원 사망 사건 해녀 사용 모자 오리발 테왁 오렌지색 사용 물질 시 에 주변 선박 식
ship,생 주기관 정지 후 확인 결과 좌현 주기관 손상 확인 좌현 정면 좌현 측면 우현 타 기어 상부 커버 개방 점검 해양 환경관리공단 관련 도면 지속 외부 충격 따른 피로 누적 인한 파손 추정 발생 추진기 하부 베어링 파손 인한 
ship,건조 일 손상 범위 대룡 호 길 너비 깊이 우현 기통 크랭크 핀 사이드 크랙 발생 재생 불가 크랭크 핀 메탈 베어링 락 파손 베어링 손상 피스톤 손상 피스톤 링 고착 실린더 내부 손상 넥 로드 손상 손상 일시 장소 해항 출항
fire,개발 원 화재 발생 현황 분석 한글 소방방 재청 화재 발생 현황 분석 한글 소방방 재청 화재 발생 현황 분석 한글 소방방 재청 화재 발생 현황 분석 한글 소방방 재청 재난 연감 한글 소방방 재청 포커스 금융 보험 해설 모음 
ship,고 미연 방지 인 사고 인 사고 사례 해양 환경관리공단 용어 정의 사고 발생 직접 사람 상해 입히 사람 동작 의한 사고 도 넘어짐 추락 협 충돌 염전 엇갈림 물건 운동 의한 사고 격돌 비래 물회 전체 물 눈귀 코 압 낙하 물
fire,층 주차장 연소 상황 우측면 사고 현장 문제점 관리 미흡 대부분 건물 일정 규모 초과 경우 양방향 피난 가능 하 설계 해야 제천 스포츠 센터 도 그림 의 도면 과 양방향 피난 가능 하 설계 되 관리 상태 미흡 하 일부 기사 
ship, 수칙 준 하 작업 있 작업 전 안전교육 하 선장 선원 통발 투승 양승 작업 할 경우 선원 작업 환경 과 진행 상황 파악 안전 작업 이루어질 있 작업 안전 대한 관리 감독 하 선장 선원 위험 수반 하 작업 할 경우 작업 전 
ship, 북서풍 파고 시정 이상 재결 내용 사고 원인 유조선 가 고인 화성 화물 양하 후 화물창 세정 작업 가스 프리 작업 과 보텀 플러싱 작업 하 잔류 가스 가 화물창 고온 스팀 분사 하 정기 작동 때 발생 스파크 의해 폭발 한 
ship,해양 사고 사례 충돌 화물선 충돌 사고 사고 명 예인선 예 부선 산 화물선 충돌 사고 강조 예인선 선원 승선 박 개 상황 피해 강조 부선 설토 적재 강조 산 화물선 선원 승선 철판 적재 호 부산 신항 준설 현장 호 선미 예인
fire,내장재 그을 림 일부 소손 지하철 복구 비용 정도 추정 간접 피해 교통 소통 지장 따른 불편 과 시간 손실 역사 복구 이상 소요 예상 한국 안전 의식 실추 따른 국가 위신 도 추락 피해 보상 배상 책임 보험 의한 보상 한국 
fire,클러 설비 설치 되 지하 층 바닥 살 흔적 보 소화 용수 가 살 되 판단 평소 환기 설비 화재 시 제연 설비 전환 되 연기 와 가스 강제 배기 시켜야 하 공조 설비 화재 초기 작동 제연 덕트 가 내화성 재질 되 화염 녹 무용
fire, 그림 화재 현장 미흡 사항 서산 화학 공장 화재 안전 관리 유 사항 공장 레이아웃 인화 성 가스 액체 주원료 사용 작업장 생산 원료 제품 각동 주위 공터 적재 상태 시설물 확대 위험 발생 방화벽 물분 무소 설비 설치 권장 
ship,가 발생 그림 오클라호마 교량 붕괴 사고 와 교량 과 선박 충돌 사고 세계 정도 충돌 사고 가 발생 보 되 따라 신설 교량 설계 시 선박 충돌 관한 설계 가 되 하 기존 교량 경우 충돌 방지 필요 할 표 미국 주요 교량 사고
ship,홀 일반 메이커 권고 주기 따라 사이 개방 점검 검사 시 개방 정기 검사 시 기통 방 최초 제작 가공 불량 전 기통 가 틀리 가공 재질 불량 당시 제작사 에서 업그레이드 한지 경과 시점 제작 조립 불량 평소 점검 엔진 냉각수
fire, 일어 소방 구급 디지털 무선 기기 개발 동향 일어 소방 설비 활용 사례 세계 자연재해 사고 분석 과 세계 보험 시장 전망 한글 손해 보험 연차 보고서 한글 보험 연구원 주간 모음 집 한글 보험 연구원 주간 모음 집 한글 보
fire,축 공정 전체 정도 상태 화재 폭발 인하 지붕 구획 벽체 파손 상태 인접 공장 방 재실 근무자 가 가스 방출 소리 듣 밖 나와 공장 동의 압축 공정 화재 발생 폭발 목격 공장 동의 압축 공정 압축기 하부 벨로우즈 파손 상태 
ship, 상 탑재 오일 붐 과 선수 부 암 손상 해양 환경관리공단 배전반 점검 미흡 기실 누적 진동 인한 조타기 제어판 전원 부 접촉 불량 조타기 추가 작동 불가 상태 가 됨 비상 대응 조치 미흡 조타 실내 타 고장 램프 알람 조타
ship,황 따라서 호 상황 에서 대각 도 좌현 변침 요청 거절 호 항로 들어오 멈추 요구 하 자신 충돌 위험 상태 주기관 정지 후진 하 충돌 피하 위한 항 협력 동작 취하 조치 판단 호 요청 대해 섣부르 알 응답 후 소각 도 좌현 
fire, 위성 사진 그림 공장 동의 압축 공정 사진 화재 발생 상황 발화 화재 진압 신고 시각 시경 완진 시각 시경 지원 인력 출동 장비 인력 소방 의용 소방 경찰 장비 펌프 화학 구조 구급 화재 현장 상황 발화 지점 공장 동의 압
ship,폭발 사건 사건 개요 여수항 열분해 가솔린 양하 후 다음 선적 지인 일본 항해 고정식 정기 이용 해 해수 세정제 혼합물 화물창 세정 작업 진행 화물창 온도 유지 위해 스팀 주입 화물창 폭발 함 화물창 가 손상 되 선원 부상 
ship,반기 정기 수리 완료 해 하반기 이상 진동 감지 시공 업체 통해 하 수리 의뢰 원인 규명 가동 크랭크축 손상 수리 조치 경과 우현 보 관 진동 발생 하 수리 점검 진동 억제 위한 배관 개조 작업 하 수리 점검 수리 업체 이상
ship, 주기관 건조 인원 피해 상황 길 너비 깊이 디젤 기관 기 전라남도 여수시 선원 선장 사망 사고 시장 소기 상해 상 전남 완도군 완도읍 장도 남방 해 상 날씨 북서풍 파고 시정 주요 해양 사고 사례 와 교훈 주요 해양 사고 
ship, 화재 선명 총톤수 선박 주요 치수 주기관 출력 건조 일 손상 범위 대룡 호 길 너비 깊이 좌현 발전기 주요 부품 과 급기 과급기 액세서리 각종 케이블 라이너 시동 모터 보조 마그네 틱 손상 일시 장소 포항 해양 환경관리공단
fire,하 잠재 위험 알아내 안전 확보 위한 비치 와 물질 특성 위험 물질 정보 숙지 후 실시 취급 처리 시 주의 
fire,선 유입 구 상태 주변 대기압 최소 압 유지 여부 확인 인화 액체 이송 인화 성 가연 액체 다량 이송 펌프 이용 배관 이송 밸브 개폐 표시 형 설치 진동 개방 되 설치 폐식 반응기 희석 탱크 반응 공정 대해 주반응 부반응 반
fire,사고 예방 위한 주 사항 가스 용기 고정 사고 예방 가스 가 누출 되 밸브 연결부 틈새 정기 누출 검사 실시 인화 성 가스 수소 아세틸렌 와 조연 가스 산소 격리 시켜 사용 보관 
ship, 대룡 호 길 너비 깊이 외판 일부 파공 사고 일시 장소 군산 외항 기상 해상 안개 주의보 발효 시정 불량 안개 주의보 해제 시정 선박 충돌 선박 운항 통제 시정 불량 선박 운항 통제 해제 해양 환경관리공단 예선 작업 차 군
ship,어선 침몰 사고 사고 명 화물선 어선 충돌 사고 화물선 호 해상 어로 작업 마치 닻 정박 목조 중국 어선 개요 호 와 충돌 호 피해 호 침몰 되 선원 실종 됨 견 시 소홀 원인 조선부 항해 법규 위반 제한 시계 에서 항법 규
fire,반 쓰레기통 버리 됨 버려진 아연 분말 공기 공기 수증기 와 혼합 되 장시간 반응 하 자연 발화 하 화재 발생 쓰레기통 재질 가연물 플라스틱 과량 매연 발생 파악 
fire, 대피 요령 미발령 미 실시 지하철 경영 합리 앞세운 안전 관리 측면 에서 부족 인력 구성 국민 안전 의식 향상 위한 실제 안전 교육 프로그램 부재 안전 기준 시설 미흡 국내 전동차 화재 안전기 미달 차량 내장재 기준 폴리우
destroied, 와 로 인한 자 배상 사고 위험 부담 줄일 있 기대 참고 자료 현장 부산 해안가 고층 아파트 유리 태풍 하이 선 대책 마련 시급 기상청 기상 자료 개방 포털 돌 날려 통유리 박살 공포 빌딩풍 확인 엘시티 유리창 날벼락 시공
fire,해 홀 뚫 그라인 드 작업 한 후 보강 판 설치 위해 용접 작업 하 발생 용접 불티 의해 저장고 잔존 하 가연 혼합기 분진 폭발 한 추정 저장고 초간 시간 간격 두 폭발 하 폭발 인해 발생 압력 인해 구조물 저장고 파손 손상
fire,발생 과 스파크 가 일어나 점 화원 내재 되 물질 사용 있 안전교육 과 안전 표시 부착 미흡 동종 사고 방지 대책 가 실험실 안전 교육 실시 내용 시간 동안 반복 진행 되 실험 대한 안전 의식 고취 와 부주 예방 위하 실험실
fire, 실험 자 용융 액 처리 인하 화재 발생 파손 시험편 비산 주변 전기 케이블 소손 발생 대학원생 석사 학기 안면 손 화상 사고 발생 원인 가 험자 부주 실험 수행 능력 미숙 전기 외부 수행 고온 융액 불활성 분위기 처리 위한
ship,이밍 이후 예비 윤활유 펌프 수동 사용 압력 저하 로 인한 손상 예방 기관 예방 관리 정기 점검 미흡 기관 수리 이후 스 트레 개방 소제 물질 부착 이부 점검 필수 기본 수칙 사항 도 정기 수리 이후 소제 점검 해양 환경관리
ship,근접 후진 하 생긴 타력 의해 대룡 선수 와 예인선 우측 선 미부 추돌 피 예인선 발생 해양 환경관리공단 신양호 손상 부위 외관 신양호 격벽 프레임 신양호 손상 브라 켓 신양호 사이드 프레임 해양 환경관리공단 항해사 인 조타
ship,와 사고 사례 재결 내용 사고 원인 시계 가 주간 전촌항 안 호가 진로 좌현 위치 우현 계류 위해 접근 선장 경계 하 선박 좌현 전방 물질 하 해녀 와 테왁 발견 선박 전면 수역 도착 주기관 과 타 사용 좌현 선회 회전 하 
fire,환자실 수술실 소화기 자동 탐지 설비 층 입원실 소화기 자동 탐지 설비 층 직원 식당 소화기 자동 탐지 설비 합계 밀양 병원 화재 사망자 최종 집계 병사 연합뉴스 밀양 병원 이사장 소방 점검 절차 따랐 연합뉴스 화재 발생 상
fire,마그네슘 의한 실험실 화 재목 사고 개요 사고 분류 화재 일시 장소 서울 소재 모대 학교 재해 사항 주변기기 일부 소손 대학원생 화상 사고 발생 과정 마그네슘 이용 해 경량 합금 관한 연구 하 실험 수행 담당 연구원 금속 공
ship,항로 항행 선박 동정 주 확인 도선사 주장 대한 판단 도선사 호가 흘수 약선 호가 진로 피하 주장 하 대하 살펴본다 충돌 사고 당시 호 흘수 가 사고 해역 수심 앝 곳 해도 상 수심 과 당시 인천항 조고 감안 때 호 흘수 약
destroied,버넌스 참여 필요 수지 관리자 믿 의지 자세 는 정보 공개 청구 제도 통하 관리 상황 주기 확인 문제점 탐지 시 적극 문제 제기 정비 있 안전 거버넌스 참여 필요 하 산양 저수지 붕괴 사고 반 사항 소 재 경기도 이천시 율면
ship,린 상태 통발 감아올리 갑판 올라온 통발 어획물 꺼내 위해 작업대 있 선원 양승기 사바 끼 홈 모릿줄 벗겨지 바다 풀려 통발 가격 당해 해상 추락 함 해상 추락 하 의식 잃 선원 잠시간 수면 떠 바다 속 사라졌으며 간 수색 
fire,새 감 사고 후 출입문 열리 승객 가운데 탈출 불 타 질식사 사고 사상 최악 지하철 참사 기록 됨 지하철역 화재 화재 일시 화재 장소 영국 런던 킹스크로스 지하철역 인명 피해 사망 소방 직원 포함 부상자 다수 화재 개요 피카
ship, 된 요인 회전체 볼트 접착제 록 타이트 사용 고정 이완 되 장기간 사용 따른 접착 가 산화 되 진동 의한 풀림 원인 분석 해양 환경관리공단 절손 된 볼트 유실 경로 이동경 로 상부 기어 박스 중간 기어 케이스 하부 기어 박
destroied,사 태풍 탓 층 엘시티 유리창 강풍 흉기 돌변 뉴스 강풍 초고층 엘시티 유리창 주민 불안 뉴스 연합뉴스 부산 해안가 아파트 유리 다가오 하이 선 초긴장 차근호 기자 부산 해운대 고층 빌딩 산물 강풍 사고 
fire,종로 고시원 화재 월요일 오전 분경 서울특별시 종로구 위치 한 고시원 전기난로 사용 부주 로 추정 화재 가 발생 화재 가 발생 물 철근 콘크리트 구조 지상 층 지하 층 건물 사용 승인 받 스프링클러 설비 설치 되 건물 건축물
fire,터 층 도면 사진 도면 출처 충북 일보 건물 중앙 주계 층 계단실 입 에 방화문 설치 되 화염 연기 대의 통로 가 되 덤웨이터 벽체 수직관 통부 방화 구획 상태 도 미흡 하 연기 확산 방지 그림 건물 중앙 주 계단 상황 그림
fire,류 가능 하 저장 위험 반응 성 고려 해 환기 온도 습도 고려 별도 저장 공간 마련 화학 물질 도 음식물 과 유통 기한 사용 변질 되 형상 변화 가 생각 장기 보관 화학 물질 폐기 하 계획 있 사용 장기 보관 금지 실험 전 
ship, 수리 후 경과 시점 흡배기 밸브 펫 간극 조정 할 필요시 업체 의뢰 정비 후 기관 일지 운항 일지 정비 사항 기록 할 필터 종류 수량 정비 시간 해양 환경관리공단 황룡 작동 불능 선명 총톤수 선박 주요 치수 주기관 출력 건
fire, 내용 분전반 설치 침입 보호 등급 나사산 관리 배관 플랜지 접속 볼트 나사산 산 미만 공정 검사 시 에 산 이상 하 권고 앞면 산 뒷면 산 될 있 내화 도료 주요 철골 기둥 내화 시멘트 내화 도료 설치 되 일부 파손 도색 
ship,게 조종 하 형망 틀 양승 시 한쪽 쏠림 현상 주의 하 어선 그물 끌어올리 작업 할 경우 전복 위험 선장 선원 업원 구명동의 착용 하 주요 해양 사고 사례 와 교훈 주요 해양 사고 사례 와 교훈 기타 주요 사고 사례 유조선 
ship, 행하 견 시 업무 소홀 선박 안전항 해 위해 등부표 외곽 돌아가 가 하 마음 항로 등부표 와 근접 설정 후 항해 충돌 발생 전한 항로 설정 출항 전 준비 사항 만전 기한 상태 출항 견 철저 해양 환경관리공단 대룡 예선 작업
ship,과 소음 발생 인천항 입항 잠 수사 투입 결과 좌현 추진기 유실 확인 해양 환경관리공단 선체 진동 과 장시간 운항 따른 고정 볼트 풀림 추진력 전달 되 이전 볼트 풀림 진행 기상 악화 항 선체 진동 과 장시간 운항 따른 엔진
fire,화재 조사 보고서 대구 지하철 화재 부 산 전 광 주 주 연구원 반 항 소 재 대구광역시 중구 남일동 대구 지하철 선 중앙 로역 발화 일시 화 분경 발화 장소 지하철 전동차 내부 발화 원인 방화 방화 인명 피해 사망 추정 부
